age,education_level,gender,stem_interest_score,creativity_score,social_skills_score,analytical_skills_score,problem_solving_score,technical_aptitude_score,communication_score,leadership_potential_score,career_category,specific_career,annual_salary_expectation,work_environment_preference,job_growth_interest,work_life_balance_score,global_mobility_score
23,PhD,Female,42,51,62,14,61,54,8,45,Creative,Multimedia Artist,53422,Remote,69,62,33
35,Professional Degree,Male,7,36,34,23,67,69,21,46,Culinary and Hospitality,Restaurant Manager,111170,Hybrid,63,69,70
36,PhD,Female,72,42,32,73,29,16,56,64,Arts and Performance,Theatre Director,108647,On-site,48,84,63
39,Bachelor's,Female,61,38,50,73,68,74,40,81,Creative,Interior Designer,81347,Remote,68,49,21
26,High School,Female,58,99,60,67,65,38,29,47,Science,Chemical Engineer,62330,On-site,71,60,76
35,Bachelor's,Prefer Not to Say,44,61,55,78,53,11,30,39,Culinary and Hospitality,Catering Manager,114361,Flexible,40,11,29
40,Master's,Female,24,50,50,55,21,70,41,32,Creative,Multimedia Artist,63461,Remote,62,69,50
20,Bachelor's,Male,46,42,41,35,62,58,56,29,Media and Communication,Copywriter,97688,Remote,97,47,0
20,Bachelor's,Female,70,73,32,100,31,40,45,61,Media and Communication,Media Strategist,44633,Flexible,72,43,40
48,Professional Degree,Female,46,64,43,80,51,29,52,46,Engineering,Structural Engineer,38308,Hybrid,66,55,58
46,Bachelor's,Female,76,35,17,80,32,42,34,48,Social Sciences,Policy Analyst,106055,Remote,44,48,67
20,High School,Male,27,37,62,56,82,37,28,49,Education,Educational Consultant,67403,Remote,100,25,52
33,High School,Female,90,59,65,58,19,77,66,52,Healthcare,Doctor/Physician,256972,Hybrid,88,32,16
36,Bachelor's,Female,57,80,67,64,64,59,62,60,Culinary and Hospitality,Food Scientist,81797,Flexible,25,71,100
24,Bachelor's,Male,72,58,44,58,69,61,79,88,Education,School Administrator,125529,On-site,55,79,49
23,Bachelor's,Male,27,45,29,57,63,87,43,73,Technology,Blockchain Developer,140905,Flexible,86,65,64
27,Master's,Female,28,21,15,41,54,51,38,13,Media and Communication,Content Creator,100625,Travel-based,49,86,36
20,Bachelor's,Female,41,61,16,44,48,42,25,47,Creative,Video Game Designer,120244,Hybrid,90,46,21
29,Professional Degree,Male,38,48,67,76,21,69,52,47,Media and Communication,Podcast Producer,81363,On-site,63,36,47
33,Associate Degree,Male,71,56,69,21,43,40,61,55,Social Sciences,Social Worker,91845,Hybrid,69,75,82
32,Professional Degree,Female,15,25,18,39,42,85,52,53,Education,University Professor,18802,Hybrid,83,45,47
31,Bachelor's,Female,26,47,63,65,86,48,27,57,Healthcare,Psychiatrist,88999,Remote,85,80,60
32,Bachelor's,Male,51,55,0,37,25,22,22,52,Healthcare,Nutritionist,52485,On-site,78,71,27
45,Bachelor's,Non-Binary,58,69,46,66,43,57,27,78,Finance and Economics,Fundraising Manager,134656,Travel-based,79,94,54
34,Master's,Male,41,87,47,50,69,58,44,69,Culinary and Hospitality,Food Scientist,85915,Flexible,67,28,48
43,Professional Degree,Male,33,48,100,64,70,48,78,18,Creative,Video Game Designer,64683,Hybrid,55,82,45
34,Bachelor's,Male,70,26,80,30,43,39,51,37,Social Sciences,Policy Analyst,88929,Remote,43,48,26
32,Bachelor's,Prefer Not to Say,30,28,35,33,59,39,76,36,Engineering,Environmental Engineer,81316,Flexible,69,56,39
34,PhD,Male,63,51,55,74,44,76,53,0,Technology,User Experience Designer,102858,On-site,68,64,78
30,Bachelor's,Male,83,52,27,52,33,3,50,51,Engineering,Robotics Engineer,89097,Remote,56,53,43
24,Bachelor's,Female,24,42,55,5,60,44,38,79,Finance and Economics,Real Estate Appraiser,53939,Remote,94,83,61
25,Bachelor's,Male,44,55,8,55,33,41,26,71,Arts and Performance,Arts Administrator,133745,Hybrid,89,53,50
36,Associate Degree,Female,36,35,59,31,12,34,58,38,Media and Communication,Content Creator,79280,Remote,55,81,37
34,Associate Degree,Female,27,76,69,23,71,78,62,74,Business,Financial Analyst,122129,Travel-based,51,62,63
44,Bachelor's,Female,57,29,17,55,47,25,74,59,Arts and Performance,Opera Singer,48165,Hybrid,49,69,53
47,Master's,Female,54,29,48,60,39,54,71,85,Finance and Economics,Securities Trader,99939,Remote,77,24,68
26,Master's,Male,59,40,59,59,75,66,12,51,Finance and Economics,Real Estate Appraiser,81383,Hybrid,77,86,20
20,Bachelor's,Female,57,38,53,55,45,50,29,48,Creative,Art Director,86101,Remote,49,49,57
27,Bachelor's,Male,34,48,52,48,53,39,34,23,Engineering,Structural Engineer,154019,Remote,100,53,37
40,Professional Degree,Male,32,48,55,6,49,23,43,33,Technology,Cybersecurity Analyst,91198,On-site,85,58,41
41,High School,Female,87,41,78,30,15,61,80,34,Healthcare,Psychologist,117771,On-site,91,71,34
39,Bachelor's,Female,27,58,16,50,34,52,51,53,Healthcare,Physical Therapist,138379,Travel-based,87,29,26
38,Bachelor's,Prefer Not to Say,19,56,57,41,26,37,70,65,Business,Supply Chain Manager,57449,Travel-based,37,80,61
34,Bachelor's,Male,69,70,29,57,35,45,24,64,Engineering,Robotics Engineer,75545,Flexible,39,70,26
20,High School,Male,24,50,40,51,39,66,43,72,Healthcare,Nutritionist,82780,Travel-based,45,50,62
50,PhD,Male,85,48,45,69,49,64,55,53,Creative,Art Director,116527,Flexible,99,47,38
37,Bachelor's,Female,75,34,61,45,50,45,46,0,Business,Supply Chain Manager,70579,Flexible,49,34,15
20,Bachelor's,Female,30,46,100,47,42,22,28,67,Healthcare,Nurse Practitioner,89894,Hybrid,100,88,31
50,Associate Degree,Male,55,31,30,7,50,85,36,44,Finance and Economics,Corporate Treasurer,57759,Remote,67,58,50
38,PhD,Male,59,57,34,49,56,71,61,29,Creative,Animator,99399,Hybrid,82,61,58
40,Master's,Female,19,30,74,31,56,38,70,72,Engineering,Aerospace Engineer,111076,Remote,82,42,64
33,PhD,Male,16,73,38,45,59,30,28,33,Engineering,Mechanical Engineer,84725,Remote,74,41,28
28,Bachelor's,Prefer Not to Say,51,0,56,51,72,57,61,36,Arts and Performance,Theatre Director,38853,Hybrid,71,25,50
40,Associate Degree,Male,48,30,85,44,70,81,76,64,Technology,Software Engineer,160225,Hybrid,74,95,57
26,Bachelor's,Male,54,21,52,43,68,77,28,58,Culinary and Hospitality,Catering Manager,111983,Travel-based,92,68,77
39,PhD,Male,26,36,59,25,40,43,48,58,Social Sciences,Social Worker,57270,On-site,62,66,62
40,Master's,Female,27,65,52,24,67,55,86,73,Business,Investment Banker,89624,Remote,76,28,45
26,PhD,Female,52,44,33,40,41,87,73,56,Business,Business Intelligence Analyst,24232,Hybrid,44,26,78
20,Professional Degree,Female,31,84,66,55,50,31,66,79,Business,Product Manager,115288,Remote,71,78,62
20,PhD,Female,73,29,51,86,50,83,53,33,Engineering,Mechanical Engineer,117685,Remote,66,58,39
42,Master's,Male,58,13,35,51,43,53,61,72,Education,Online Learning Specialist,102979,Remote,58,67,52
37,Bachelor's,Prefer Not to Say,58,52,50,64,30,33,46,71,Education,Online Learning Specialist,127476,Hybrid,74,32,70
25,Master's,Prefer Not to Say,17,92,26,40,13,9,64,38,Education,Corporate Trainer,121550,Flexible,63,77,43
45,Bachelor's,Female,30,34,31,37,17,30,30,89,Finance and Economics,Cryptocurrency Analyst,107318,On-site,61,57,42
38,Bachelor's,Male,63,62,49,52,57,61,57,53,Culinary and Hospitality,Sommelier,48656,Remote,71,41,61
36,Bachelor's,Female,21,35,76,34,62,26,22,65,Creative,Writer/Author,96712,Hybrid,97,82,50
33,Master's,Male,51,45,35,20,33,73,83,28,Engineering,Software Engineering Manager,130693,Remote,69,75,45
28,Associate Degree,Male,54,20,53,44,44,37,34,56,Culinary and Hospitality,Chef,96096,On-site,68,62,46
33,Bachelor's,Male,36,72,95,2,45,47,53,100,Culinary and Hospitality,Restaurant Manager,103341,Remote,87,61,43
29,Professional Degree,Male,48,49,82,53,59,38,59,47,Media and Communication,Social Media Manager,91358,Remote,67,55,38
25,Bachelor's,Female,32,54,52,63,53,28,61,33,Finance and Economics,Risk Manager,67143,On-site,53,81,69
23,Bachelor's,Female,24,83,34,42,100,73,70,63,Culinary and Hospitality,Pastry Chef,81082,Flexible,56,81,3
20,Bachelor's,Male,21,47,22,46,41,82,63,67,Science,Geologist,102832,Flexible,68,38,76
21,PhD,Male,58,44,36,55,42,48,25,19,Engineering,Structural Engineer,50204,Hybrid,58,89,26
43,Bachelor's,Male,37,47,32,73,8,55,88,44,Media and Communication,Social Media Manager,95644,Flexible,88,41,7
46,Master's,Male,80,65,18,74,33,42,64,57,Media and Communication,Public Relations Specialist,3406,Remote,88,43,57
30,Master's,Male,90,43,75,68,66,66,60,63,Culinary and Hospitality,Restaurant Manager,65683,On-site,60,75,45
32,Bachelor's,Male,54,65,52,69,50,94,52,49,Arts and Performance,Stage Designer,116693,Hybrid,100,47,73
48,PhD,Male,51,27,54,71,49,41,44,76,Arts and Performance,Theatre Director,112269,Hybrid,82,53,64
29,PhD,Male,45,18,42,15,71,24,29,44,Healthcare,Psychologist,120432,Hybrid,65,49,89
50,Master's,Male,59,49,32,38,94,59,45,52,Healthcare,Dentist,11234,Travel-based,87,63,49
50,Professional Degree,Male,56,59,34,42,58,54,47,71,Engineering,Aerospace Engineer,69189,Remote,87,64,61
25,Bachelor's,Prefer Not to Say,50,57,42,51,64,64,50,42,Education,Corporate Trainer,102411,Remote,100,68,92
37,Bachelor's,Female,56,5,47,70,56,48,51,85,Arts and Performance,Arts Administrator,133847,Flexible,84,47,71
26,High School,Non-Binary,63,61,81,47,7,31,46,50,Engineering,Civil Engineer,68830,Hybrid,54,76,48
33,Bachelor's,Male,54,55,64,56,20,23,42,43,Science,Zoologist,101174,Travel-based,100,89,33
42,PhD,Female,69,79,59,66,52,88,58,36,Social Sciences,International Relations Specialist,38841,Remote,100,43,40
50,Bachelor's,Female,69,51,29,39,60,42,50,24,Creative,Film Director,118355,Remote,75,40,39
27,PhD,Male,43,78,64,30,53,53,65,27,Science,Chemical Engineer,108193,Hybrid,58,51,71
40,Bachelor's,Female,41,58,66,36,43,52,40,38,Engineering,Robotics Engineer,67577,Hybrid,55,67,72
27,Professional Degree,Male,48,77,42,76,40,24,84,47,Media and Communication,Communications Consultant,104342,On-site,65,79,66
39,Bachelor's,Female,45,22,43,66,71,71,50,75,Media and Communication,Broadcast Journalist,84129,Travel-based,72,40,100
23,Associate Degree,Female,41,64,60,21,56,17,75,75,Education,Corporate Trainer,42644,Remote,61,39,54
38,High School,Female,52,56,54,57,38,46,51,46,Creative,Interior Designer,43613,On-site,48,100,52
37,Associate Degree,Female,48,46,19,23,28,30,23,64,Arts and Performance,Professional Musician,125210,Hybrid,75,63,67
27,Professional Degree,Male,66,23,39,45,54,74,32,23,Social Sciences,Policy Analyst,175167,Hybrid,39,91,70
37,Bachelor's,Male,21,83,13,31,56,53,49,59,Business,Investment Banker,72872,Hybrid,53,81,59
38,Bachelor's,Female,59,62,44,16,63,40,53,51,Science,Astronomer,95175,Hybrid,86,33,49
20,PhD,Female,19,39,44,17,37,24,27,51,Science,Geneticist,107933,Remote,55,49,26
49,Bachelor's,Female,13,63,49,44,45,49,53,75,Education,Museum Educator,75579,On-site,72,57,74
33,Bachelor's,Female,15,34,81,33,66,7,42,59,Culinary and Hospitality,Sommelier,10137,Hybrid,49,59,57
29,Bachelor's,Male,30,47,14,43,89,43,17,70,Social Sciences,Policy Analyst,78876,Remote,59,48,19
36,Master's,Male,50,60,53,95,36,23,31,72,Social Sciences,Social Worker,148922,Hybrid,97,26,69
31,Associate Degree,Male,63,68,41,28,49,68,77,52,Engineering,Mechanical Engineer,142451,Remote,74,56,48
42,Bachelor's,Male,73,45,37,54,35,40,9,70,Arts and Performance,Actor,86301,Hybrid,43,42,74
20,Professional Degree,Male,5,81,65,53,78,32,30,53,Media and Communication,Social Media Manager,177403,Remote,92,49,75
38,Master's,Male,51,83,52,61,30,40,60,74,Business,Digital Marketer,54351,Hybrid,78,56,60
46,Bachelor's,Prefer Not to Say,51,47,41,41,77,39,49,31,Media and Communication,Technical Writer,51365,Hybrid,51,59,70
50,Professional Degree,Female,39,67,40,35,95,46,63,48,Culinary and Hospitality,Pastry Chef,73769,Hybrid,51,56,75
32,Bachelor's,Male,51,41,37,25,39,21,31,66,Science,Chemical Engineer,39794,Flexible,60,81,51
46,Professional Degree,Female,59,26,66,42,37,57,48,85,Culinary and Hospitality,Chef,103911,Flexible,52,74,49
50,Bachelor's,Female,58,95,35,9,45,7,96,49,Technology,Blockchain Developer,36098,Travel-based,51,34,38
50,Bachelor's,Female,60,62,56,50,21,56,97,69,Arts and Performance,Stage Designer,62312,On-site,100,68,45
43,Associate Degree,Male,51,46,32,81,55,62,26,61,Culinary and Hospitality,Catering Manager,75891,Hybrid,68,59,58
40,High School,Non-Binary,31,30,15,53,59,30,24,48,Education,Museum Educator,70969,Remote,92,73,16
27,PhD,Female,38,64,47,58,67,80,72,87,Arts and Performance,Dancer,89351,Remote,65,99,62
28,Bachelor's,Male,15,40,73,34,78,49,72,71,Culinary and Hospitality,Food Critic,141893,Flexible,82,47,85
20,Bachelor's,Male,33,19,47,37,59,25,3,69,Arts and Performance,Professional Musician,68796,Hybrid,62,81,4
29,Bachelor's,Female,76,53,14,64,53,51,63,11,Technology,AI Research Scientist,67523,Remote,61,60,60
31,Bachelor's,Female,68,28,46,40,79,52,50,8,Media and Communication,Podcast Producer,79139,Travel-based,82,33,64
43,High School,Female,74,27,85,57,59,14,62,33,Business,Entrepreneur,286656,Remote,74,62,87
39,Master's,Female,35,19,62,52,76,32,24,64,Creative,Interior Designer,67543,Remote,49,47,19
20,Bachelor's,Male,59,61,44,87,45,63,19,27,Science,Forensic Scientist,78542,Hybrid,82,81,74
38,Professional Degree,Female,61,30,100,100,38,47,66,69,Creative,Fashion Designer,80123,Remote,47,50,65
32,Professional Degree,Male,56,58,34,45,67,62,50,49,Creative,Music Producer,72101,Remote,12,84,74
20,High School,Female,21,48,62,65,32,38,48,48,Engineering,Robotics Engineer,94416,Hybrid,48,50,100
35,Bachelor's,Female,41,44,32,33,11,45,51,38,Science,Marine Biologist,86258,Remote,75,78,49
35,Bachelor's,Female,51,22,72,23,68,57,39,58,Engineering,Electrical Engineer,63481,Remote,70,54,70
28,Bachelor's,Prefer Not to Say,31,48,78,60,47,48,18,33,Culinary and Hospitality,Restaurant Manager,114320,Flexible,67,45,53
37,Bachelor's,Male,51,53,50,58,36,68,29,19,Healthcare,Medical Researcher,75199,Hybrid,62,64,49
42,PhD,Male,33,30,60,66,34,75,45,43,Arts and Performance,Arts Administrator,109321,On-site,100,64,52
25,Professional Degree,Male,43,43,89,17,47,61,72,43,Social Sciences,Social Worker,71146,Remote,35,85,33
43,Master's,Male,32,46,79,31,73,71,48,49,Education,Special Education Specialist,65719,Remote,100,48,48
36,Master's,Male,70,36,77,67,59,62,51,65,Education,Teacher,85909,Hybrid,74,75,62
20,Associate Degree,Female,47,34,23,58,83,5,32,50,Business,Product Manager,101137,Remote,95,70,44
38,Associate Degree,Male,58,19,5,38,51,55,54,39,Science,Biologist,100686,Hybrid,73,67,49
29,Professional Degree,Male,42,88,65,45,52,43,53,54,Technology,Network Security Specialist,90772,On-site,59,47,57
43,Master's,Female,37,31,66,31,61,86,72,40,Media and Communication,Journalist,86832,Remote,37,47,69
42,Bachelor's,Male,46,52,54,57,92,81,21,60,Engineering,Software Engineering Manager,119148,Hybrid,56,29,77
34,Professional Degree,Non-Binary,67,46,39,51,78,19,33,38,Science,Biologist,70832,On-site,68,97,77
44,Bachelor's,Male,66,53,51,89,47,18,53,56,Technology,Cybersecurity Analyst,96439,On-site,51,58,25
35,Master's,Female,41,70,19,27,51,50,45,57,Engineering,Software Engineering Manager,89665,Hybrid,100,64,68
24,Professional Degree,Prefer Not to Say,82,51,14,2,39,64,68,32,Media and Communication,Public Relations Specialist,37436,On-site,54,47,74
42,PhD,Female,35,57,44,38,31,39,96,37,Science,Physicist,165446,Remote,100,64,59
20,PhD,Male,62,66,75,20,49,43,58,42,Science,Geneticist,107451,Hybrid,67,53,22
32,Master's,Female,44,42,68,60,10,20,13,1,Social Sciences,Political Scientist,131384,Travel-based,63,83,64
44,Professional Degree,Male,60,11,72,40,59,40,19,56,Creative,Multimedia Artist,91356,Remote,95,92,26
20,Professional Degree,Female,30,50,41,37,25,52,32,25,Creative,Film Director,60485,Hybrid,79,36,75
29,Master's,Male,17,34,38,51,53,25,77,79,Social Sciences,Sociologist,59809,On-site,39,61,56
34,Professional Degree,Female,42,82,98,33,52,67,59,58,Media and Communication,Technical Writer,95420,Remote,100,86,78
44,Professional Degree,Male,36,70,36,53,67,37,66,55,Arts and Performance,Arts Administrator,32827,Flexible,64,37,14
29,Bachelor's,Female,84,46,37,54,52,39,51,45,Arts and Performance,Sound Engineer,101032,Hybrid,58,50,40
20,Bachelor's,Male,47,48,36,99,65,46,35,24,Education,Teacher,92367,On-site,87,36,44
38,Bachelor's,Female,64,55,62,49,35,49,38,56,Science,Astronomer,133159,Flexible,100,39,50
45,PhD,Male,75,33,38,58,90,80,30,54,Engineering,Structural Engineer,77917,Remote,68,78,78
38,Bachelor's,Female,27,48,63,43,86,60,22,39,Business,Human Resources Manager,56694,On-site,71,21,46
33,Master's,Male,58,78,76,83,48,44,35,38,Business,Product Manager,73863,Remote,45,68,24
35,Bachelor's,Male,30,22,48,19,55,40,52,13,Culinary and Hospitality,Sommelier,138671,Remote,61,87,27
48,High School,Male,69,41,64,44,45,65,19,38,Creative,Writer/Author,90159,Hybrid,57,69,68
40,High School,Female,43,94,54,17,40,32,22,26,Social Sciences,International Relations Specialist,93144,On-site,75,57,33
33,Associate Degree,Female,49,86,80,54,54,60,58,58,Social Sciences,Political Scientist,107335,Remote,66,29,51
26,High School,Female,48,51,22,39,64,58,56,81,Creative,Video Game Designer,120120,Hybrid,70,63,53
40,Associate Degree,Male,14,60,43,48,80,58,58,40,Engineering,Chemical Process Engineer,98186,Travel-based,100,56,77
26,Master's,Male,20,45,69,55,25,40,62,70,Culinary and Hospitality,Food Scientist,105922,Remote,56,46,76
50,Bachelor's,Non-Binary,39,43,67,45,81,73,58,67,Healthcare,Pharmacist,44143,Remote,77,50,43
50,PhD,Male,38,12,64,57,61,43,15,31,Arts and Performance,Actor,132013,Flexible,64,21,68
24,Master's,Prefer Not to Say,44,16,39,95,54,98,14,46,Culinary and Hospitality,Sommelier,84702,Hybrid,61,38,38
24,Bachelor's,Female,39,31,56,68,74,53,49,20,Healthcare,Veterinarian,75216,On-site,47,58,55
43,Master's,Female,34,68,66,8,67,46,17,38,Engineering,Chemical Process Engineer,65594,Hybrid,72,80,50
34,Bachelor's,Female,26,25,54,63,42,55,34,87,Business,Startup Founder,54147,On-site,64,60,13
45,Bachelor's,Female,63,37,18,45,36,46,49,55,Business,Management Consultant,92672,Travel-based,79,57,7
29,Bachelor's,Male,22,61,44,34,52,71,40,45,Engineering,Automotive Engineer,82178,Travel-based,100,53,25
20,High School,Female,45,66,27,54,68,20,81,48,Media and Communication,Technical Writer,65386,Hybrid,35,51,19
20,Master's,Male,53,52,16,54,24,53,60,8,Social Sciences,Human Rights Advocate,50205,Flexible,63,59,63
43,Associate Degree,Female,42,70,78,77,39,29,62,47,Healthcare,Physical Therapist,79964,Flexible,56,58,88
20,High School,Male,28,44,68,78,52,42,39,57,Culinary and Hospitality,Sommelier,119902,Hybrid,94,44,67
20,PhD,Female,57,46,15,49,42,41,82,19,Technology,Cloud Solutions Architect,5620,Remote,71,59,54
37,Professional Degree,Male,67,0,49,40,57,57,55,53,Technology,Cybersecurity Analyst,29457,Hybrid,100,59,52
42,High School,Female,83,50,61,18,83,77,31,38,Healthcare,Nutritionist,78495,Hybrid,84,56,58
37,Associate Degree,Non-Binary,55,51,78,67,43,68,33,39,Science,Chemical Engineer,92755,On-site,79,78,61
50,Bachelor's,Male,49,50,77,29,41,64,37,51,Science,Geneticist,37315,Flexible,44,36,55
38,Bachelor's,Male,68,51,78,58,39,77,61,60,Media and Communication,Technical Writer,104935,On-site,60,88,43
35,Professional Degree,Male,29,56,65,48,57,6,59,24,Education,Curriculum Developer,58380,On-site,59,81,69
49,PhD,Non-Binary,77,59,40,13,65,38,63,67,Science,Biologist,136963,Hybrid,65,56,54
29,Bachelor's,Female,58,46,52,71,27,62,38,43,Creative,Film Director,34717,Remote,98,61,48
46,Master's,Female,47,69,42,30,51,27,62,36,Culinary and Hospitality,Hospitality Manager,81188,Hybrid,76,28,0
48,Professional Degree,Male,15,70,40,49,50,50,9,64,Social Sciences,Community Development Manager,99624,Flexible,66,77,69
20,PhD,Female,59,51,50,59,49,41,26,50,Education,Educational Consultant,115094,Hybrid,84,89,28
20,Master's,Female,62,50,48,90,69,31,63,32,Engineering,Robotics Engineer,120212,Hybrid,40,43,53
30,Professional Degree,Female,74,31,51,44,76,56,44,33,Technology,AI Research Scientist,78211,Hybrid,80,100,48
42,High School,Female,22,46,29,39,75,73,62,22,Science,Marine Biologist,114757,Remote,59,64,38
27,PhD,Female,57,74,71,76,76,83,54,41,Creative,Interior Designer,79825,Hybrid,52,43,74
40,Master's,Non-Binary,21,28,54,68,43,45,66,67,Education,Teacher,57687,Remote,55,19,80
30,High School,Female,23,100,24,20,45,22,52,83,Finance and Economics,Credit Analyst,76271,Hybrid,49,63,57
32,Associate Degree,Female,71,77,51,68,35,38,18,72,Culinary and Hospitality,Hospitality Manager,100044,Remote,97,48,23
31,PhD,Male,15,44,55,62,66,52,45,64,Science,Physicist,63185,Remote,61,34,31
21,PhD,Prefer Not to Say,69,26,0,70,60,49,59,52,Creative,Writer/Author,137053,Flexible,89,83,35
29,Associate Degree,Male,35,53,28,46,77,54,92,35,Media and Communication,Public Relations Specialist,78789,Hybrid,80,69,39
28,High School,Female,33,41,39,30,79,44,67,65,Education,Online Learning Specialist,74515,On-site,84,80,23
29,PhD,Male,80,25,66,41,71,55,33,66,Finance and Economics,Real Estate Appraiser,71327,Remote,79,25,43
20,Bachelor's,Male,55,57,34,44,51,69,7,49,Education,Educational Consultant,78443,Travel-based,81,70,63
34,PhD,Female,73,33,37,59,63,60,41,42,Business,Business Intelligence Analyst,60503,Travel-based,99,60,28
33,Bachelor's,Male,40,38,56,92,73,24,76,33,Business,Human Resources Manager,49765,Flexible,96,47,41
29,Professional Degree,Female,8,33,54,16,55,32,72,59,Creative,Graphic Designer,33810,Hybrid,58,62,19
33,Master's,Male,81,56,42,80,48,59,81,64,Healthcare,Psychologist,83042,Remote,71,69,62
20,PhD,Male,36,49,59,41,98,66,55,21,Creative,Art Director,82199,On-site,67,59,60
33,Master's,Prefer Not to Say,36,25,94,30,41,55,9,81,Healthcare,Dentist,75305,Travel-based,89,83,20
35,Professional Degree,Male,70,81,33,59,26,41,51,53,Education,University Professor,40951,Travel-based,52,43,62
46,Master's,Female,34,55,83,50,77,23,38,54,Finance and Economics,Cryptocurrency Analyst,89335,Travel-based,73,39,41
32,Bachelor's,Female,13,37,22,48,49,47,31,17,Creative,Art Director,75612,On-site,69,89,50
22,Master's,Male,76,36,48,60,64,50,29,62,Healthcare,Psychologist,101285,Remote,100,77,73
36,Master's,Male,54,75,82,78,48,65,71,51,Education,Corporate Trainer,96305,Remote,88,43,30
30,Bachelor's,Female,35,40,53,66,57,50,78,100,Media and Communication,Social Media Manager,64383,Remote,93,60,82
27,Bachelor's,Male,43,49,12,14,33,76,45,68,Education,Educational Psychologist,98200,Hybrid,51,27,57
50,Associate Degree,Male,25,45,99,31,38,53,23,60,Technology,User Experience Designer,128397,Remote,83,24,50
35,Bachelor's,Female,44,48,44,58,63,53,64,60,Healthcare,Psychologist,90172,Hybrid,61,35,3
37,Bachelor's,Female,83,45,56,33,60,34,70,52,Social Sciences,Human Rights Advocate,43810,Remote,82,57,17
47,PhD,Prefer Not to Say,55,45,51,47,36,23,23,36,Technology,AI Research Scientist,82803,Remote,55,62,23
20,High School,Non-Binary,37,55,37,80,62,71,100,39,Arts and Performance,Theatre Director,86992,Flexible,78,31,34
37,Master's,Male,41,58,73,35,31,89,27,67,Finance and Economics,Corporate Treasurer,76316,Hybrid,78,56,80
22,Bachelor's,Male,36,55,37,24,92,50,73,88,Healthcare,Pharmacist,87307,Hybrid,79,50,48
46,Bachelor's,Male,70,64,44,50,25,64,96,55,Media and Communication,Technical Writer,68654,Remote,52,88,67
24,Professional Degree,Female,52,61,62,27,75,39,52,37,Healthcare,Doctor/Physician,286326,Hybrid,70,36,25
24,Master's,Male,38,78,68,62,92,80,51,39,Education,Educational Consultant,68649,Remote,43,100,74
20,Master's,Female,24,40,77,70,55,62,34,24,Technology,Data Scientist,148860,On-site,84,55,70
35,Master's,Female,24,56,42,72,18,81,25,44,Social Sciences,Policy Analyst,51565,Remote,59,30,70
45,Associate Degree,Female,40,48,62,57,54,38,42,59,Arts and Performance,Theatre Director,27390,Remote,69,54,55
40,High School,Male,63,46,56,38,78,43,76,48,Arts and Performance,Dancer,55073,Remote,65,37,45
25,Master's,Female,45,70,79,38,64,80,27,16,Creative,Graphic Designer,7245,Flexible,93,32,49
20,Bachelor's,Female,50,56,64,73,83,58,38,54,Creative,Multimedia Artist,70673,Travel-based,94,68,55
31,Bachelor's,Male,48,33,69,94,74,29,34,19,Culinary and Hospitality,Hospitality Manager,64747,Hybrid,59,66,60
20,Bachelor's,Non-Binary,48,36,36,96,63,49,54,40,Social Sciences,Policy Analyst,52424,Travel-based,100,79,45
27,Master's,Female,91,68,64,31,79,98,30,48,Arts and Performance,Composer,79879,Remote,96,42,43
21,Professional Degree,Female,64,65,32,50,39,52,87,33,Social Sciences,Political Scientist,106779,Hybrid,76,66,32
41,Professional Degree,Male,39,27,18,50,61,58,65,39,Engineering,Civil Engineer,80905,Remote,100,58,3
37,Bachelor's,Male,90,59,70,64,67,57,67,40,Creative,Multimedia Artist,96847,On-site,63,87,81
23,Master's,Female,58,50,37,30,29,51,60,60,Business,Financial Analyst,140876,Remote,70,100,65
21,Master's,Male,42,86,33,52,51,81,61,62,Technology,Data Scientist,135753,Remote,70,57,5
37,Master's,Male,36,22,65,44,50,15,45,64,Finance and Economics,Economist,68863,Remote,66,66,42
39,Professional Degree,Female,57,61,66,52,85,63,35,57,Education,Educational Consultant,72183,Hybrid,31,71,65
49,Bachelor's,Female,48,8,44,65,29,28,45,52,Finance and Economics,Financial Planner,109346,Remote,70,48,43
20,Associate Degree,Male,74,46,32,46,24,50,61,39,Social Sciences,Cultural Researcher,106775,Hybrid,65,54,38
29,Professional Degree,Female,53,44,47,34,62,42,44,54,Education,School Administrator,64872,Hybrid,45,99,67
38,Bachelor's,Female,38,45,46,48,46,40,7,54,Culinary and Hospitality,Pastry Chef,106612,Hybrid,76,72,31
36,PhD,Male,54,65,61,18,76,61,30,14,Healthcare,Nutritionist,81649,Flexible,86,36,75
50,Professional Degree,Male,27,26,50,56,65,31,37,78,Arts and Performance,Choreographer,71657,Hybrid,96,68,56
46,Bachelor's,Male,49,17,69,61,52,73,59,44,Social Sciences,International Relations Specialist,112649,Hybrid,73,80,54
41,Professional Degree,Female,80,78,39,69,38,66,47,20,Healthcare,Psychiatrist,103093,Flexible,53,66,71
38,Bachelor's,Male,47,66,71,24,52,32,54,22,Technology,Network Security Specialist,16365,Remote,65,59,56
20,Professional Degree,Female,67,11,43,76,29,35,48,51,Education,Online Learning Specialist,105809,Remote,100,14,45
27,Bachelor's,Female,44,58,34,80,49,54,61,16,Finance and Economics,Financial Planner,58875,Hybrid,79,65,37
46,Bachelor's,Male,50,81,45,16,27,81,86,57,Creative,Video Game Designer,83706,Travel-based,70,48,44
41,PhD,Male,57,26,27,61,42,48,50,39,Science,Physicist,81118,Flexible,97,63,64
